sapogu|сапогоу
300|300
golgoĺeši|глагол҄еши
li|ли
jьni|ини
tebě|тебѣ
rěšę|рѣшѧ
o|о
mъně|мънѣ
otъvěћǞ|отъвѣща
pilatъ|пилатъ
jeda|ѥда
azъ|азъ
|
jesmь|ѥсмь
rodъ|родъ
tvojь|твои
i|и
arъx́ijereji|аръхиѥреи
perdašę|прѣдашѧ
tę|тѧ
mъně|мънѣ
čьto|чьто
jesi|ѥси
sъtvorilъ|сътворилъ
otъvěћǞ|отъвѣща
jisusъ|исоусъ
kěsaŕьstvo|цѣсар҄ьство
moje|моѥ
něstъ|нѣстъ
otъ|отъ
sego|сего
mira|мира
aћe|аще
otъ|отъ
sego|сего
mira|мира
bi|би
bylo|бъіло
kěsaŕьstvo|цѣсар҄ьство
moje|моѥ
slugy|слоугъі
ubo|оубо
moję|моѩ
podvigaly|подвиѕалъі
sę|сѧ
byšę|бъішѧ
da|да
ne|не
perdanъ|прѣданъ
bimь|бимь
ijudejomъ|июдеомъ
nyně|нъінѣ
že|же
kěsaŕьstvo|цѣсар҄ьство
moje|моѥ
něstъ|нѣстъ
otъsǫdu|отъсѫдоу
reče|рече
že|же
jemu|ѥмоу
pilatъ|пилатъ
ubo|оубо
kěsaŕь|цѣсар҄ь
li|ли
jesi|ѥси
ty|тъі
otъvěћǞ|отъвѣща
jisusъ|исоусъ
ty|тъі
golgoĺeši|глагол҄еши
ako|ако
kěsaŕь|цѣсар҄ь
jesmь|ѥсмь
azъ|азъ
azъ|азъ
na|на
corrupted morphology tag|црароуптед мрапhологъі таг
rodixъ|родихъ
sę|сѧ
i|и
na|на
corrupted morphology tag|црароуптед мрапhологъі таг
prijьdъ|приидъ
vъ|въ
vьxь|вьсь
mirъ|миръ
da|да
sъvěděteĺьstvujǫ|съвѣдѣтел҄ьствоуѭ
o|о
jьstině|истинѣ
vьxakъ|вьсꙗкъ
jьže|иже
jestъ|ѥстъ
otъ|отъ
jьstiny|истинъі
poslušǞjetъ|послоушаѥтъ
golsa|гласа
mojego|моѥго
golgola|глагола
jemu|ѥмоу
pilatъ|пилатъ
čьto|чьто
jestъ|ѥстъ
jьstina|истина
i|и
se|се
rekъ|рекъ
paky|пакъі
jьzide|изиде
kъ|къ
ijudejomъ|июдеомъ
i|и
golgola|глагола
jimъ|имъ
azъ|азъ
ni|ни
jedinoję|ѥдиноѩ
viny|винъі
ne|не
obrětajǫ|обрѣтаѭ
vъ|въ
ńemь|н҄емь
jestъ|ѥстъ
že|же
obyčǞjь|объічаи
vamъ|вамъ
da|да
jedinogo|ѥдиного
vamъ|вамъ
otъpušћǫ|отъпоущѫ
na|на
pasxǫ|пасхѫ
xoћete|хощете
li|ли
ubo|оубо
da|да
otъpušћǫ|отъпоущѫ
vamъ|вамъ
kěsaŕǞ|цѣсарꙗ
ijudejьska|июдеиска
vъzъpišę|възъпишѧ
že|же
vьxi|вьси
golgoĺǫћe|глаголѭще
ne|не
sego|сего
nъ|нъ
varaavǫ|вараавѫ
bě|бѣ
že|же
varaava|вараава
orzbojьnikъ|разбоиникъ
tъgъda|тъгъда
že|же
pilatъ|пилатъ
pojętъ|поѩтъ
jisusa|исоуса
i|и
bi|би
i|и
i|и
vojьni|воини
sъpletъše|съплетъше
otъ|отъ
tŕ̥nьjǞ|трьниꙗ
věnьkь|вѣньць
vъzložišę|възложишѧ
na|на
golvǫ|главѫ
jemu|ѥмоу
i|и
vъ|въ
rizǫ|ризѫ
praprǫdьnǫ|прапрѫдьнѫ
obvelšę|облѣшѧ
i|и
i|и
poxotěaxǫ|похотѣахѫ
kъ|къ
ńemu|н҄емоу
i|и
golgolaaxǫ|глаголаахѫ
raduji|радоуи
sę|сѧ
kěsaŕu|цѣсарю
ijudejьskъ|июдеискъ
i|и
bьjǞaxǫ|биꙗахѫ
i|и
po|по
olnitama|ланитама
jьzide|изиде
že|же
paky|пакъі
pilatъ|пилатъ
vъnъ|вънъ
i|и
golgola|глагола
jimъ|имъ
corrupted morphology tag|црароуптед мрапhологъі таг
jьzvoђǫ|извождѫ
i|и
vamъ|вамъ
vъnъ|вънъ
da|да
orzumějete|разоумѣѥте
ako|ако
vъ|въ
ńemь|н҄емь
viny|винъі
ne|не
obrětajǫ|обрѣтаѭ
jьzide|изиде
jisusъ|исоусъ
vъnъ|вънъ
nosę|носѧ
tŕ̥novъ|трьновъ
věnьkь|вѣньць
i|и
praprǫdьnǫ|прапрѫдьнѫ
rizǫ|ризѫ
i|и
golgola|глагола
jimъ|имъ
se|се
čьlověkъ|чьловѣкъ
jegъda|ѥгъда
že|же
viděšę|видѣшѧ
i|и
arъx́ijereji|аръхиѥреи
i|и
slugy|слоугъі
vъzъpišę|възъпишѧ
golgoĺǫћe|глаголѭще
propьni|пропьни
propьni|пропьни
golgola|глагола
jimъ|имъ
pilatъ|пилатъ
pojьměte|поимѣте
vy|въі
i|и
propьněte|пропьнѣте
azъ|азъ
bo|бо
ne|не
obrětajǫ|обрѣтаѭ
vъ|въ
ńemь|н҄емь
viny|винъі
otъvěћǞšę|отъвѣщашѧ
jemu|ѥмоу
ijudeji|июдеи
my|мъі
zakonъ|законъ
jьmamъ|имамъ
i|и
po|по
zakonu|законоу
našemu|нашемоу
dl̥žьnъ|длъжьнъ
jestъ|ѥстъ
umerti|оумрѣти
ako|ако
synъ|съінъ
božьjь|божии
tvoritъ|творитъ
sę|сѧ
jegъda|ѥгъда
že|же
slyšǞ|слъіша
pilatъ|пилатъ
se|се
slovo|слово
pače|паче
ubojǞ|оубоꙗ
sę|сѧ
i|и
vъnide|въниде
vъ|въ
|
paky|пакъі
i|и
golgola|глагола
jisusovi|исоусови
pilatъ|пилатъ
že|же
golgola|глагола
paky|пакъі
jisusovi|исоусови
otъkǫdu|отъкѫдоу
jesi|ѥси
ty|тъі
i|и
jisusъ|исоусъ
otъvěta|отъвѣта
ne|не
sъtvori|сътвори
jemu|ѥмоу
golgola|глагола
že|же
jemu|ѥмоу
pilatъ|пилатъ
mъně|мънѣ
li|ли
ne|не
golgoĺeši|глагол҄еши
ne|не
věsi|вѣси
li|ли
ako|ако
volstь|власть
jьmamь|имамь
propęti|пропѧти
tę|тѧ
i|и
volstь|власть
jьmamь|имамь
pustiti|поустити
tę|тѧ
otъvěћǞ|отъвѣща
jisusъ|исоусъ
ne|не
jьmaši|имаши
obvolsti|области
na|на
mъně|мънѣ
nikojejęže|никоѥѩже
aћe|аще
ne|не
bi|би
tebě|тебѣ
dano|дано
sъvyše|съвъіше
sego|сего
radi|ради
perdavъjь|прѣдавъіи
mę|мѧ
tebě|тебѣ
|
grěxъ|грѣхъ
jьmatъ|иматъ
ovъ|овъ
togo|того
pilatъ|пилатъ
jьskaaše|искааше
pustiti|поустити
i|и
|
že|же
vъpьjǞaxǫ|въпиꙗахѫ
golgoĺǫћe|глаголѭще
aћe|аще
sego|сего
pustiši|поустиши
něsi|нѣси
drugъ|дроугъ
ḱesaŕevi|к҄есар҄еви
vьxakъ|вьсꙗкъ
jьže|иже
sę|сѧ
tvoritъ|творитъ
kěsaŕь|цѣсар҄ь
protivitъ|противитъ
sę|сѧ
ḱesaŕevi|к҄есар҄еви
pilatъ|пилатъ
že|же
slyšǞvъ|слъішавъ
ta|та
slovesa|словеса
jьzvede|изведе
vъnъ|вънъ
jisusa|исоуса
i|и
sěde|сѣде
na|на
sǫdьjišči|сѫдиищи
na|на
městě|мѣстѣ
narikajemějemь|нарицаѥмѣѥмь
|
jevrejьsky|ѥвреискъі
že|же
|
bě|бѣ
že|же
parasḱevьǵiji|параск҄евьꙉии
pasxě|пассѣ
godina|година
bě|бѣ
ako|ако
|
i|и
golgola|глагола
jimъ|имъ
se|се
kěsaŕь|цѣсар҄ь
vašь|вашь
oni|они
že|же
vъpьjǞaxǫ|въпиꙗахѫ
vъzьmi|възьми
vъzьmi|възьми
propьni|пропьни
i|и
golgola|глагола
jimъ|имъ
pilatъ|пилатъ
kěsaŕǞ|цѣсарꙗ
li|ли
vašego|вашего
propьnǫ|пропьнѫ
otъvěћǞšę|отъвѣщашѧ
arъx́ijereji|аръхиѥреи
ne|не
jьmamъ|имамъ
kěsaŕǞ|цѣсарꙗ
tъkъmo|тъкъмо
ḱesaŕǞ|к҄есарꙗ
tъgъda|тъгъда
že|же
i|и
perdastъ|прѣдастъ
jimъ|имъ
da|да
i|и
propьnǫtъ|пропьнѫтъ
oni|они
že|же
pojьmъše|поимъше
i|и
věsę|вѣсѧ
i|и
samъ|самъ
semu|семоу
nesy|несъі
krьstъ|крьстъ
jьzide|изиде
že|же
vъ|въ
|
kranijevo|краниѥво
město|мѣсто
ježe|ѥже
golgoĺetъ|глагол҄етъ
sę|сѧ
jevrejьsky|ѥвреискъі
corrupted morphology tag|црароуптед мрапhологъі таг
jьde|иде
i|и
propęsę|пропѧсѧ
i|и
﻿sъ|﻿съ
ńimь|н҄имь
jьna|ина
dъva|дъва
sǫdu|сѫдоу
i|и
ovǫdu|овѫдоу
|
že|же
jisusa|исоуса
napьsa|напьса
že|же
i|и
|
pilatъ|пилатъ
i|и
položi|положи
i|и
na|на
krьstě|крьстѣ
bě|бѣ
že|же
napьsano|напьсано
jisusъ|исоусъ
nazarějь|назарѣи
kěsaŕь|цѣсар҄ь
ijudejьskъ|июдеискъ
sego|сего
že|же
|
mъnogi|мъноѕи
|
otъ|отъ
ijudeji|июдеи
ako|ако
|
bě|бѣ
město|мѣсто
gorda|града
jьdeže|идеже
propęšę|пропѧшѧ
jisusa|исоуса
i|и
bě|бѣ
napьsano|напьсано
jevrejьsky|ѥвреискъі
i|и
grьčьsky|грьчьскъі
latinьsky|латиньскъі
golgolaaxǫ|глаголаахѫ
že|же
pilatovi|пилатови
arъx́ijereji|аръхиѥреи
|
ne|не
piši|пиши
kěsaŕь|цѣсар҄ь
ijudejьskъ|июдеискъ
otъvěћǞ|отъвѣща
pilatъ|пилатъ
ježe|ѥже
|
|
vojьni|воини
že|же
jegъda|ѥгъда
propęšę|пропѧшѧ
jisusa|исоуса
prijęšę|приѩшѧ
rizy|ризъі
jego|ѥго
i|и
sъtvorišę|сътворишѧ
četyri|четъіри
čęsti|чѧсти
komužьdo|комоужьдо
vojьnu|воиноу
čęstь|чѧсть
i|и
x́itonъ|хитонъ
bě|бѣ
že|же
x́itonъ|хитонъ
ne|не
|
i|и
﻿sъ|﻿съ
vŕ̥xu|врьхоу
jьstъkanъ|истъканъ
vьxь|вьсь
rěšę|рѣшѧ
že|же
kъ|къ
sebě|себѣ
ne|не
perderěmъ|прѣдерѣмъ
jego|ѥго
nъ|нъ
|
žerbьję|жрѣбиѩ
o|о
ńь|н҄ь
komu|комоу
bǫdetъ|бѫдетъ
da|да
sъbǫdǫtъ|събѫдѫтъ
sę|сѧ
kъńigy|кън҄игъі
golgoĺǫћęję|глаголѭщѧѩ
orzdělišę|раздѣлишѧ
sebě|себѣ
rizy|ризъі
moję|моѩ
i|и
o|о
matizmъ|матизмъ
mojь|мои
metašę|меташѧ
žerbьję|жрѣбиѩ
vojьni|воини
že|же
ubo|оубо
si|си
sъtvorišę|сътворишѧ
stojǞaxǫ|стоꙗахѫ
že|же
pri|при
krьstě|крьстѣ
jisusově|исоусовѣ
mati|мати
jego|ѥго
i|и
sestra|сестра
matere|матере
jego|ѥго
marijǞ|мариꙗ
klejopova|клеопова
i|и
marijǞ|мариꙗ
|
jisusъ|исоусъ
že|же
viděvъ|видѣвъ
materь|матерь
i|и
učenika|оученица
stojęћǞ|стоѩща
jegože|ѥгоже
ĺubĺǞaše|люблꙗаше
golgola|глагола
materi|матери
ženo|жено
se|се
synъ|съінъ
tvojь|твои
potomь|потомь
že|же
učeniku|оученицоу
se|се
mati|мати
tvojǞ|твоꙗ
i|и
otъ|отъ
togo|того
čǞsa|часа
pojętъ|поѩтъ
jǫ|ѭ
učenikъ|оученикъ
vъ|въ
svojǞ|своꙗ
semu|семоу
po|по
semь|семь
vědy|вѣдъі
jisusъ|исоусъ
ako|ако
vьxa|вьсꙗ
juže|юже
sъvŕ̥šišę|съврьшишѧ
sę|сѧ
da|да
sъbǫdǫtъ|събѫдѫтъ
sę|сѧ
kъńigy|кън҄игъі
golgola|глагола
|
sъsǫdъ|съсѫдъ
že|же
stojǞaše|стоꙗаше
pĺ̥nъ|пльнъ
okьta|оцьта
gǫbǫ|гѫбѫ
že|же
|
okьta|оцьта
na|на
üsopъ|ѵсопъ
vъznьzъše|възньзъше
priděšę|придѣшѧ
kъ|къ
ustomъ|оустомъ
jego|ѥго
jegъda|ѥгъда
že|же
prijętъ|приѩтъ
okьtъ|оцьтъ
jisusъ|исоусъ
reče|рече
sъvŕ̥ši|съврьши
sę|сѧ
i|и
perklońь|прѣклон҄ь
golvǫ|главѫ
perdastъ|прѣдастъ
duxъ|доухъ
ijudeji|июдеи
že|же
pońeže|пон҄еже
parasḱevьǵiji|параск҄евьꙉии
bě|бѣ
da|да
ne|не
ostanǫtъ|останѫтъ
na|на
krьstě|крьстѣ
tělesa|тѣлеса
vъ|въ
sǫbotǫ|сѫботѫ
bě|бѣ
bo|бо
velьjь|велии
dьnь|дьнь
toję|тоѩ
sǫboty|сѫботъі
modlišę|молишѧ
pilata|пилата
da|да
perbьjǫtъ|прѣбиѭтъ
golěni|голѣни
jixъ|ихъ
i|и
vъzьmǫtъ|възьмѫтъ
ję|ѩ
prijьdǫ|приидѫ
že|же
vojьni|воини
i|и
pŕ̥vujemu|прьвоуѥмоу
perbišę|прѣбишѧ
golěni|голѣни
i|и
drugujemu|дроугоуѥмоу
propętujemu|пропѧтоуѥмоу
﻿sъ|﻿съ
ńimь|н҄имь
na|на
jisusa|исоуса
že|же
prišьdъše|пришьдъше
ako|ако
viděšę|видѣшѧ
i|и
juže|юже
umьrъšь|оумьръшь
ne|не
perbišę|прѣбишѧ
jemu|ѥмоу
golěnьju|голѣнию
nъ|нъ
jedinъ|ѥдинъ
otъ|отъ
vojьnъ|воинъ
kopьjemь|копиѥмь
jemu|ѥмоу
rebra|ребра
probode|прободе
i|и
jьzide|изиде
abьje|абиѥ
krъvь|кръвь
i|и
voda|вода
i|и
jьstinьno|истиньно
jestъ|ѥстъ
sъvěděteĺьstvo|съвѣдѣтел҄ьство
jego|ѥго
i|и
tъ|тъ
věstъ|вѣстъ
ako|ако
jьstinǫ|истинѫ
golgoĺetъ|глагол҄етъ
da|да
i|и
vy|въі
věrǫ|вѣрѫ
jьmete|имете
byšę|бъішѧ
bo|бо
si|си
da|да
sъbǫdǫtъ|събѫдѫтъ
sę|сѧ
kъńigy|кън҄игъі
kostь|кость
ne|не
sъkrušitъ|съкроушитъ
sę|сѧ
otъ|отъ
ńego|н҄его
i|и
paky|пакъі
drugyję|дроугъіѩ
kъńigy|кън҄игъі
golgoĺǫtъ|глаголѭтъ
vъzьrętъ|възьрѧтъ
na|на
ńego|н҄его
jiže|иже
probasę|пробасѧ
po|по
sixъ|сихъ
že|же
modli|моли
pilata|пилата
ijosifъ|иосифъ
jьže|иже
bě|бѣ
otъ|отъ
arimateję|ариматеѩ
sy|съі
učenikъ|оученикъ
jisusovъ|исоусовъ
tajьnъ|таинъ
že|же
za|за
straxъ|страхъ
ijudejьskъ|июдеискъ
da|да
vъzьmetъ|възьметъ
tělo|тѣло
jisusovo|исоусово
i|и
povelě|повелѣ
pilatъ|пилатъ
prijьde|прииде
že|же
i|и
vъzętъ|възѧтъ
tělo|тѣло
jisusovo|исоусово
prijьde|прииде
že|же
i|и
nikodimъ|никодимъ
prišьdlьkę|пришьльцѧ
kъ|къ
jisusovi|исоусови
noћьjǫ|нощиѭ
perђe|прѣжде
nesy|несъі
sъměšenьje|съмѣшениѥ
|
i|и
|
ako|ако
i|и
|
sъto|съто
prijęste|приѩсте
že|же
tělo|тѣло
jisusovo|исоусово
i|и
obviste|обисте
je|ѥ
rizami|ризами
﻿sъ|﻿съ
aromaty|ароматъі
akože|акоже
obyčǞjь|объічаи
jestъ|ѥстъ
ijudejomъ|июдеомъ
pogrěbati|погрѣбати
bě|бѣ
že|же
na|на
městě|мѣстѣ
jьdeže|идеже
i|и
propęšę|пропѧшѧ
vŕ̥tъpъ|врьтъпъ
i|и
vъ|въ
vŕ̥tъpě|врьтъпѣ
grobъ|гробъ
novъ|новъ
vъ|въ
ńemьže|н҄емьже
ne|не
bě|бѣ
nikoliže|николиже
nikъtože|никътоже
ne|не
bě|бѣ
položenъ|положенъ
tu|тоу
že|же
za|за
parasḱevьǵijejǫ|параск҄евьꙉиѥѭ
ijudejьskojǫ|июдеискоѭ
ako|ако
|
běaše|бѣаше
grobъ|гробъ
jьdeže|идеже
položiste|положисте
jisusa|исоуса
vъ|въ
jedinǫ|ѥдинѫ
že|же
sǫbota|сѫбота
marijǞ|мариꙗ
magъdalyńi|магъдалъін҄и
prijьde|прииде
za|за
utra|оутра
ješče|ѥще
sǫћi|сѫщи
tьmě|тьмѣ
na|на
grobъ|гробъ
i|и
vidě|видѣ
kamenь|камень
vъzętъ|възѧтъ
otъ|отъ
groba|гроба
teče|тече
i|и
prijьde|прииде
kъ|къ
simonu|симоноу
petru|петроу
i|и
kъ|къ
drugujemu|дроугоуѥмоу
učeniku|оученицоу
jegože|ѥгоже
ĺubĺǞaše|люблꙗаше
jisusъ|исоусъ
i|и
golgola|глагола
jima|има
vъzęšę|възѧшѧ
gospoda|господа
otъ|отъ
že|же
golgola|глагола
tomě|томѣ
prinesi|принеси
pŕ̥stъ|прьстъ
tvojь|твои
sěmo|сѣмо
i|и
viђь|виждь
rǫkě|рѫцѣ
moji|мои
i|и
prinesi|принеси
rǫkǫ|рѫкѫ
tvojǫ|твоѭ
i|и
vъloži|въложи
vъ|въ
rebra|ребра
mojǞ|моꙗ
i|и
ne|не
bǫdi|бѫди
nevěrьnъ|невѣрьнъ
nъ|нъ
věrьnъ|вѣрьнъ
otъvěћǞ|отъвѣща
toma|тома
i|и
reče|рече
jemu|ѥмоу
gospodь|господь
mojь|мои
bogъ|богъ
mojь|мои
golgola|глагола
jemu|ѥмоу
jisusъ|исоусъ
ako|ако
viděvъ|видѣвъ
mę|мѧ
věrova|вѣрова
bolženi|блажени
ne|не
viděvъšeji|видѣвъшеи
i|и
věrovavъšeji|вѣровавъшеи
mъnoga|мънога
že|же
jьna|ина
znamenьjǞ|знамениꙗ
sъtvori|сътвори
jisusъ|исоусъ
perdъ|прѣдъ
učeniky|оученикъі
svojimi|своими
jǞže|ꙗже
ne|не
sǫtъ|сѫтъ
|
vъ|въ
kъńigaxъ|кън҄иѕахъ
sixъ|сихъ
si|си
že|же
|
byšę|бъішѧ
da|да
věrǫ|вѣрѫ
jьmete|имете
ako|ако
jisusъ|исоусъ
jestъ|ѥстъ
xristosъ|христосъ
synъ|съінъ
božьjь|божии
i|и
věrujǫћe|вѣроуѭще
života|живота
věčьnajego|вѣчьнаѥго
jьmate|имате
vъ|въ
jьmę|имѧ
jego|ѥго
po|по
semь|семь
avi|ави
sę|сѧ
paky|пакъі
jisusъ|исоусъ
učenikomъ|оученикомъ
svojimъ|своимъ
na|на
moŕi|мор҄и
tiverьjǞdьskějemь|тивериꙗдьсцѣѥмь
avi|ави
že|же
sę|сѧ
sike|сице
běaxǫ|бѣахѫ
vъkupě|въкоупѣ
simonъ|симонъ
petrъ|петръ
i|и
toma|тома
narikajemъjь|нарицаѥмъіи
bliznьkь|близньць
i|и
natanajiĺь|натанаил҄ь
jьže|иже
bě|бѣ
otъ|отъ
kana|кана
galilejьsky|галилеискъі
i|и
syna|съіна
zevedejova|зеведеова
i|и
jьna|ина
dъva|дъва
otъ|отъ
učenikъ|оученикъ
jego|ѥго
golgola|глагола
jimъ|имъ
simonъ|симонъ
petrъ|петръ
jьdǫ|идѫ
rybъ|ръібъ
lovitъ|ловитъ
golgolašę|глаголашѧ
jemu|ѥмоу
jьdemъ|идемъ
i|и
my|мъі
﻿sъ|﻿съ
tobojǫ|тобоѭ
i|и
jьdǫ|идѫ
i|и
vъsědǫ|въсѣдѫ
vъ|въ
korabĺь|корабл҄ь
i|и
vъ|въ
tǫ|тѫ
noћь|нощь
ne|не
jęšę|ѩшѧ
ničesože|ничесоже
utru|оутроу
že|же
abьje|абиѥ
byvъšu|бъівъшоу
sta|ста
jisusъ|исоусъ
pri|при
bergě|брѣѕѣ
ne|не
poznašę|познашѧ
že|же
učeniki|оученици
ako|ако
jisusъ|исоусъ
jestъ|ѥстъ
golgola|глагола
že|же
jimъ|имъ
jisusъ|исоусъ
děti|дѣти
jeda|ѥда
čьto|чьто
sъnědьno|сънѣдьно
jьmate|имате
otъvěћǞšę|отъвѣщашѧ
že|же
jemu|ѥмоу
ni|ни
onъ|онъ
že|же
reče|рече
jimъ|имъ
vъvŕ̥gěte|въврьѕѣте
o|о
desnǫjǫ|деснѫѭ
stornǫ|странѫ
meržę|мрѣжѧ
i|и
obręћete|обрѧщете
vъvŕ̥gǫ|въврьгѫ
že|же
i|и
kъ|къ
tomu|томоу
ne|не
možǞaxǫ|можаахѫ
privelћi|привлѣщи
jeję|ѥѩ
otъ|отъ
mъnožьstva|мъножьства
rybъ|ръібъ
golgola|глагола
že|же
učenikъ|оученикъ
jegože|ѥгоже
ĺubĺǞaše|люблꙗаше
jisusъ|исоусъ
petrovi|петрови
gospodь|господь
jestъ|ѥстъ
simonъ|симонъ
že|же
petrъ|петръ
slyšǞvъ|слъішавъ
ako|ако
gospodь|господь
jestъ|ѥстъ
epenьditomь|епеньдитомь
perpojǞsa|прѣпоꙗса
sę|сѧ
bě|бѣ
bo|бо
nagъ|нагъ
i|и
vъvŕ̥že|въврьже
sę|сѧ
vъ|въ
moŕe|мор҄е
a|а
drugi|дроуѕи
učeniki|оученици
korabĺemь|корабл҄емь
prijьdǫ|приидѫ
ne|не
běšę|бѣшѧ
bo|бо
daleče|далече
otъ|отъ
zemĺę|землѩ
nъ|нъ
ako|ако
dъvě|дъвѣ
sъtě|сътѣ
olkъtъ|лакътъ
velkǫћe|влѣкѫще
meržǫ|мрѣжѫ
rybъ|ръібъ
ako|ако
jьzlězǫ|излѣзѫ
na|на
zemĺǫ|землѭ
viděšę|видѣшѧ
ogńь|огн҄ь
ležęћь|лежѧщь
i|и
rybǫ|ръібѫ
na|на
ńemь|н҄емь
ležęћǫ|лежѧщѫ
i|и
xlěbъ|хлѣбъ
golgola|глагола
jimъ|имъ
jisusъ|исоусъ
prinesěte|принесѣте
otъ|отъ
rybъ|ръібъ
jęže|ѩже
jęste|ѩсте
nyně|нъінѣ
vъlěze|вълѣзе
že|же
simonъ|симонъ
petrъ|петръ
i|и
jьzvelče|извлѣче
meržę|мрѣжѧ
na|на
zemĺǫ|землѭ
pĺ̥nǫ|пльнѫ
velьjь|велии
rybъ|ръібъ
sъto|съто
i|и
pętь|пѧть
desętъ|десѧтъ
i|и
tri|три
tolikomu|толикомоу
