сапогоу|sapogu
о҃ць|otьkь
ѣко|ako
азъ|azъ
оугодьна|ugodьna
твор҄ѭ|tvoŕǫ
емоу|jemu
вьсегда|vьxegъda
си|si
г҃лѭштю|golgoĺǫћu
емоу|jemu
мнози|mъnogi
вѣровашѧ|věrovašę
въ|vъ
нь|ńь
Г҃лаше|golgolaaše
же|že
и҃с|jisusъ
къ|kъ
вѣровавъшимъ|věrovavъšemъjimъ
въ|vъ
н҄ь|ńь
ꙇюдеомъ|ijudejomъ
аште|aћe
вꙑ|vy
прѣбѫдете|perbǫdete
въ|vъ
словеси|slovese
моемь|mojemь
въ|vъ
ꙇстинѫ|jьstinǫ
оученици|učeniki
моі|moji
бѫдете|bǫdete
ꙇ|i
разоумѣете|orzumějete
ꙇстинѫ|jьstinǫ
ꙇ|i
истина|jьstina
свободитъ|svoboditъ
вꙑ|vy
отъвѣшташѧ|otъvěћǢšę
емоу|jemu
ꙇюдеі|ijudeji
сѣмѧ|sěmę
авраамл҄е|avraamĺe
есмъ|jesmъ
ꙇ|i
никомоуже|nikomuže
не|ne
работахомъ|orbotaxъ
николиже|nikoliže
како|kako
тꙑ|ty
г҃леши|golgoĺeši
ѣко|ako
свободь|svobodь
бѫдете|bǫdete
отъвѣшта|otъvěћǢ
ꙇмъ|jimъ
и҃с|jisusъ
амин|aminь
амин|aminь
г҃лѭ|golgoĺǫ
вамъ|vamъ
ѣко|ako
всѣкъ|vьxakъ
творѧі|tvoręjь
грѣхъ|grěxъ
рабъ|orbъ
естъ|jestъ
грѣхоу|grěxu
А|a
рабъ|orbъ
не|ne
прѣбꙑваетъ|perbyvajetъ
въ|vъ
домоу|domu
въ|vъ
вѣкъ|věkъ
с҃нъ|synъ
прѣбꙑваетъ|perbyvajetъ
въ|vъ
вѣкъ|věkъ
аште|aћe
оубо|ubo
с҃нъ|synъ
вꙑ|vy
свободитъ|svoboditъ
въ|vъ
ꙇстинѫ|jьstinǫ
свободь|svobodь
бѫдете|bǫdete
вѣмь|věmь
ѣко|ako
сѣмѧ|sěmę
авраамл҄е|avraamĺe
есте|jeste
нъ|nъ
ꙇштете|jьščete
мене|mene
оубити|ubiti
ѣко|ako
слово|slovo
мое|moje
не|ne
въмѣштаетъ|vъměšћǢjetъ
сѧ|sę
въ|vъ
вꙑ|vy
азъ|azъ
ѣже|jǢže
видѣхъ|viděxъ
оу|u
о҃ца|boga
моего|mojego
г҃лѭ|golgoĺǫ
ꙇ|i
вꙑ|vy
оубо|ubo
ѣже|jǢže
видѣсте|viděste
оу|u
о҃ца|boga
вашего|vašego
творите|tvorite
отъвѣшташѧ|otъvěћǢšę
ꙇ|i
рѣшѧ|rěšę
емоу|jemu
о҃ць|otьkь
нашь|našь
авраамъ|avraamъ
естъ|jestъ
г҃ла|golgola
ꙇмъ|jimъ
и҃с|jisusъ
аште|aћe
чѧда|čęda
аврамл҄ѣ|avraamĺǢ
бꙑсте|byste
бꙑли|byli
дѣла|děla
авраамл҄ѣ|avraamĺǢ
творили|tvorili
бꙑсте|byste
нꙑн҄ѣ|nyně
же|že
ꙇштете|jьščete
мене|mene
оубити|ubiti
ч҃ка|čьlověka
ꙇже|jьže
ꙇстинѫ|jьstinǫ
вамъ|vamъ
г҃лахъ|golgolaxъ
ѭже|jǫže
слꙑшахъ|slyšǢxъ
отъ|otъ
б҃а|boga
Сего|sego
авраамъ|avraamъ
нѣстъ|něstъ
сътворилъ|sъtvorilъ
вꙑ|vy
творите|tvorite
дѣла|děla
о҃ца|boga
вашего|vašego
рѣшѧ|rěšę
же|že
емоу|jemu
мꙑ|my
отъ|otъ
л҄юбодѣаниѣ|ĺubodějǢnьjǢ
нѣсмъ|něsmъ
рождени|roђeni
мꙑ|my
единого|jedinogo
о҃ца|boga
ꙇмамъ|jьmamъ
б҃а|boga
рече|reče
же|že
ꙇмъ|jimъ
и҃с|jisusъ
аште|aћe
б҃ъ|bogъ
о҃ць|otьkь
вашь|vašь
би|bi
бꙑлъ|bylъ
л҄юбили|ĺubili
мѧ|mę
бисте|bite
азъ|azъ
бо|bo
отъ|otъ
б҃а|boga
ꙇзидъ|jьzidъ
ꙇ|i
придъ|prijьdъ
не|ne
о|o
себѣ|sebě
бо|bo
придъ|prijьdъ
нъ|nъ
тъ|tъ
мѧ|mę
посъла|posъla
по|po
чьто|čьto
бесѣдꙑ|besědy
моеѩ|mojeję
не|ne
разоумѣете|orzumějete
ѣко|ako
не|ne
можете|možete
слꙑшати|slyšǢti
словесе|slovese
моего|mojego
вꙑ|vy
отъ|otъ
о҃ца|boga
диѣвола|dьjǢvola
есте|jeste
ꙇ|i
похоти|poxoti
о҃ца|boga
вашего|vašego
хоштете|xoћete
творити|tvoriti
онъ|onъ
ч҃кооубица|
бѣ|bě
ꙇскони|jьskoni
ꙇ|i
въ|vъ
ꙇстинѣ|jьstině
не|ne
стоꙇтъ|stojitъ
ѣко|ako
нѣстъ|něstъ
ꙇстинꙑ|jьstiny
вь|vъ
н҄емь|ńemь
егда|jegъda
г҃летъ|golgoĺetъ
лъжѫ|lъžǫ
отъ|otъ
своꙇхъ|svojixъ
г҃летъ|golgoĺetъ
ѣко|ako
лъжь|lъžь
естъ|jestъ
ꙇ|i
о҃ць|otьkь
его|jego
азъ|azъ
же|že
зане|zańe
ꙇстинѫ|jьstinǫ
г҃лѭ|golgoĺǫ
не|ne
емл҄ете|jemĺete
вѣрꙑ|věry
мьнѣ|mъně
къто|kъto
отъ|otъ
васъ|vasъ
обличаетъ|obličǢjetъ
мѧ|mę
о|o
грѣсѣ|grěxě
аште|aћe
ꙇстинѫ|jьstinǫ
г҃лѭ|golgoĺǫ
по|po
чьто|čьto
вꙑ|vy
вѣрꙑ|věry
не|ne
емлете|jemĺete
мьнѣ|mъně
ꙇже|jьže
естъ|jestъ
отъ|otъ
б҃а|boga
г҃лъ|golgolъ
б҃жіи|božьjь
послоушаетъ|poslušǢjetъ
сего|sego
ради|radi
вꙑ|vy
не|ne
послоушаете|poslušǢjete
ѣко|ako
нѣсте|něste
отъ|otъ
б҃а|boga
отъвѣшташѧ|otъvěћǢšę
ꙇюдеі|ijudeji
ꙇ|i
рѣшѧ|rěšę
емоу|jemu
не|ne
добрѣ|dobrě
ли|li
г҃лемъ|golgoĺemъ
мꙑ|my
ѣко|ako
самарѣнинъ|samarěninъ
еси|jesi
тꙑ|ty
ꙇ|i
бѣсъ|běsъ
ꙇмаши|jьmaši
отъвѣшта|otъvěћǢ
и҃с|jьz
азъ|azъ
бѣса|běsa
не|ne
ꙇмамь|jьmamь
нъ|nъ
чьтѫ|čьtǫ
о҃ца|boga
моего|mojego
ꙇ|i
вꙑ|vy
не|ne
чьтете|čьtete
мене|mene
азъ|azъ
же|že
не|ne
ꙇштѫ|jьščǫ
славꙑ|slavy
моеѩ|mojeję
естъ|jestъ
ꙇштѧи|jьščęjь
ꙇ|i
сѫдѧ|sǫdę
амин|aminь
амин|aminь
г҃л҄ѭ|golgoĺǫ
вамъ|vamъ
аште|aћe
къто|kъto
слово|slovo
мое|moje
събл҄юдетъ|sъbĺudetъ
съмръти|sъmŕ̥ti
не|ne
ꙇматъ|jьmatъ
видѣти|viděti
въ|vъ
вѣкъ|věkъ
рѣшѧ|rěšę
же|že
емоу|jemu
ꙇюдеі|ijudeji
нꙑн҄ѣ|nyně
разоумѣхомъ|orzuměxomъ
ѣко|ako
бѣсъ|běsъ
ꙇмаши|jьmaši
авраамъ|avraamъ
оумьрѣтъ|umertъ
ꙇ|i
пророци|proroki
ꙇ|i
тꙑ|ty
г҃леши|golgoĺeši
ѣко|ako
аште|aћe
къто|kъto
слово|slovo
мое|moje
събл҄юдетъ|sъbĺudetъ
не|ne
ꙇматъ|jьmatъ
въкоусити|vъkusiti
съмръти|sъmŕ̥ti
въ|vъ
вѣкъ|věkъ
еда|jeda
тꙑ|ty
бол҄иі|boĺьjь
еси|jesi
о҃ца|boga
нашего|našego
авраама|avraama
ꙇже|jьže
оумрѣтъ|umertъ
ꙇ|i
пророци|proroki
оумрѣшѧ|umeršę
къто|kъto
сѧ|sę
самъ|samъ
тꙑ|ty
твориши|tvoriši
отъвѣшта|otъvěћǢ
и҃с|jisusъ
аште|aћe
азъ|azъ
славл҄ѭ|slavĺǫ
сѧ|sę
самъ|samъ
слава|slava
моѣ|mojǢ
ничьтоже|ničьtože
естъ|jestъ
естъ|jestъ
о҃ць|otьkь
моі|mojь
славѧꙇ|slavęjь
мѧ|mę
егоже|jegože
вꙑ|vy
г҃лете|golgoĺete
ѣко|ako
б҃ъ|bogъ
нашь|našь
естъ|jestъ
ꙇ|i
не|ne
познасте|poznaste
его|jego
азъ|azъ
же|že
вѣмь|věmь
і|corrupted morphology tag
ꙇ|i
аште|aћe
рекѫ|rekǫ
ѣко|ako
не|ne
вѣмь|věmь
его|jego
бѫдѫ|bǫdǫ
подобьнъ|podobьnъ
вамъ|vamъ
лъжь|lъžь
нъ|nъ
вѣмь|věmь
і|i
ꙇ|i
слово|slovo
его|jego
събл҄юдаѭ|sъbĺudajǫ
авраамъ|avraamъ
о҃ць|otьkь
вашь|vašь
радъ|radъ
би|bi
бꙑлъ|bylъ
да|da
би|bi
видѣлъ|vidělъ
дьнь|dьnь
моі|mojь
ꙇ|i
видѣ|vidě
ꙇ|i
въздрадова|vъzradova
сѧ|sę
рѣшѧ|rěšę
же|že
ꙇюдеі|ijudeji
къ|kъ
н҄емоу|ńemu
пѧти|pęti
десѧтъ|desętъ
лѣтъ|lětъ
не|ne
ю|ju
ꙇмаши|jьmaši
авраамъ|avraamъ
ли|li
еси|jesi
видѣлъ|vidělъ
рече|reče
ꙇмъ|jimъ
и҃с|jisusъ
амин|aminь
амин|aminь
г҃лѭ|golgoĺǫ
вамъ|vamъ
прѣжде|perђe
даже|daže
не|ne
бꙑстъ|bystъ
авраамъ|avraamъ
азъ|azъ
есмь|jesmь
вьзѧшѧ|vъzęšę
же|že
камение|kamenьje
да|da
връгѫтъ|vŕ̥gǫtъ
на|na
нь|ńь
ꙇ҃с|jisusъ
же|že
съкрꙑ|sъkry
сѧ|sę
ꙇ|i
изиде|jьzide
ꙇ|i
цръкъве|kŕ̥kъve
ꙇ|i
прошьдъ|prošьdъ
посрѣдѣ|
ꙇхъ|jixъ
ꙇдѣаше|jьděaše
ꙇ|i
хождаше|xoђǢaše
тако|tako
Ꙇ|i
мимоꙇдꙑ|mimojьdy
видѣ|vidě
ч҃ка|čьlověka
слѣпа|slěpa
отъ|otъ
р҃са|
ꙇ|i
въпросишѧ|vъsprosišę
і|i
оученици|učeniki
г҃лѭште|golgoĺǫћe
равви|ravvi
къто|kъto
съгрѣши|sъgrěši
сь|sь
ли|li
ꙇли|ili
родител҄ѣ|roditeĺǢ
его|jego
да|da
слѣпъ|slěpъ
роди|rodi
сѧ|sę
отъвѣшта|otъvěћǢ
и҃с|jisusъ
ни|ni
сь|sь
съгрѣши|sъgrěši
ни|ni
родител҄ѣ|roditeĺǢ
его|jego
нъ|nъ
да|da
ѣвѧтъ|avętъ
сѧ|sę
дѣла|děla
б҃жиѣ|božьjǢ
на|na
н҄емь|ńemь
мьнѣ|mъně
подобаетъ|podobajetъ
дѣлати|dělati
дѣла|děla
посълавъшааего|
мѧ|mę
доньдеже|dońьdeže
дьнь|dьnь
естъ|jestъ
придетъ|prijьdetъ
ношть|noћь
егда|jegъda
никътоже|nikъtože
не|ne
можетъ|možetъ
дѣлати|dělati
егда|jegъda
въ|vъ
мирѣ|mirě
есмь|jesmь
свѣтъ|světъ
есмь|jesmь
мироу|miru
си|si
рекъ|rekъ
плинѫ|plinǫ
на|na
земл҄ѫ|zemĺǫ
ꙇ|i
сътвори|sъtvori
брьние|bŕ̥nьje
отъ|otъ
плиновениѣ|plinovenьjǢ
ꙇ|i
помаза|pomaza
емоу|jemu
очи|oči
брьниемь|bŕ̥nьjemь
ꙇ|i
рече|reče
емоу|jemu
ꙇди|jьdi
оумꙑ|umъji
сѧ|sę
въ|vъ
кѫпѣли|kǫpěli
силоуамьсцѣ|siluamьskě
еже|ježe
съказаетъ|sъkazajetъ
сѧ|sę
посъланъ|posъlanъ
ꙇ|i
иде|jьde
же|že
ꙇ|i
оумꙑ|umy
сѧ|sę
ꙇ|i
приде|prijьde
вѧдѧ|
сѫсѣди|sǫsědi
же|že
ꙇ|i
иже|jiže
бѣахѫ|běaxǫ
видѣли|viděli
прѣжде|perђe
ѣко|ako
проситель|
бѣ|bě
г҃лахѫ|golgolaaxǫ
не|ne
сь|sь
ли|li
естъ|jestъ
сѣдѧ|sědę
ꙇ|i
просѧ|prosę
ови|ovi
г҃лахѫ|golgolaaxǫ
ѣко|ako
сь|sь
естъ|jestъ
А|a
ꙇни|jьni
г҃лахѫ|golgolaaxǫ
подобьнъ|podobьnъ
емоу|jemu
естъ|jestъ
онъ|onъ
же|že
г҃лаше|golgolaaše
ѣко|ako
азъ|azъ
есмь|jesmь
г҃лахѫ|golgolaaxǫ
же|že
емоу|jemu
како|kako
ти|tebě
сѧ|sę
отврѣсте|otverste
очи|oči
отъвѣшта|otъvěћǢ
онъ|onъ
ꙇ|i
рече|reče
ч҃къ|čьlověkъ
нарицаемꙑ|narikajemъjь
и҃с|jisusъ
брьние|bŕ̥nьje
сътвори|sъtvori
ꙇ|i
помаза|pomaza
очи|oči
ми|mъně
ꙇ|i
рече|reče
ми|mъně
ꙇди|jьdi
въ|vъ
кѫпѣль|kǫpělь
силаамл҄ѫ|
ꙇ|i
оумꙑ|umy
сѧ|sę
шьдъ|šьdъ
же|že
ꙇ|i
оумꙑвъ|umyvъ
сѧ|sę
прозьрѣхъ|prozьrěxъ
рѣшѧ|rěšę
же|že
емоу|jemu
къто|kъto
тъ|tъ
естъ|jestъ
г҃ла|golgola
не|ne
вѣмь|věmь
вѣсѧ|věsę
і|i
къ|kъ
фарисѣомъ|farisejomъ
ꙇже|jьže
бѣ|bě
ꙇногда|jьnъgъda
слѣпъ|slěpъ
бѣ|bě
же|že
сѫбота|sǫbota
егда|jegъda
сътвори|sъtvori
брьние|bŕ̥nьje
и҃с|jisusъ
ꙇ|i
отвръзе|otvŕ̥ze
емоу|jemu
очи|oči
пакꙑ|paky
же|že
въпрашахѫ|vъprašǢaxǫ
і|i
фарисѣи|fariseji
како|kako
прозьрѣ|prozьrě
онъ|onъ
же|že
рече|reče
ꙇмъ|jimъ
брьние|bŕ̥nьje
положи|položi
мьнѣ|mъně
на|na
очию|očьju
ꙇ|i
оумꙑхъ|umyxъ
сѧ|sę
ꙇ|i
виждѫ|viђǫ
г҃лахѫ|golgolaaxǫ
же|že
отъ|otъ
фарисѣи|fariseji
етери|jeteri
нѣстъ|něstъ
сь|sь
отъ|otъ
б҃а|boga
ч҃къ|čьlověkъ
ѣко|ako
сѫботꙑ|sǫboty
не|ne
хранитъ|xornitъ
ови|ovi
г҃лаахѫ|golgolaaxǫ
како|kako
можетъ|možetъ
ч҃къ|čьlověkъ
грѣшьнъ|grěšьnъ
сице|sike
знамениѣ|znamenьjǢ
творити|tvoriti
ꙇ|i
распьрѣ|orspьŕǢ
бѣ|bě
вь|vъ
н҄ихъ|ńixъ
г҃лашѧ|golgolašę
слѣпьцю|slěpьku
пакꙑ|paky
тꙑ|ty
чьто|čьto
г҃леши|golgoĺeši
о|o
н҄емь|ńemь
ѣко|ako
отвръзе|otvŕ̥ze
очи|oči
твоі|tvoji
онъ|onъ
же|že
рече|reče
ѣко|ako
пророкъ|prorokъ
естъ|jestъ
не|ne
ѩсѧ|jęsę
же|že
вѣрꙑ|věry
ꙇюдеі|ijudeji
о|o
н҄емь|ńemь
ѣко|ako
бѣ|bě
слѣпъ|slěpъ
ꙇ|i
прозьрѣ|prozьrě
доньдеже|dońьdeže
възгласишѧ|vъzgolsišę
родител҄ѣ|roditeĺǢ
того|togo
прозьрѣвъшаего|prozьrěvъšǢjego
ꙇ|i
въпросишѧ|vъsprosišę
ѣ|jǢ
г҃л҄ѭште|golgoĺǫћe
сь|sь
ли|li
естъ|jestъ
с҃нъ|synъ
ваю|vaju
егоже|jegože
вꙑ|va
г҃лета|
ѣко|ako
слѣпъ|slěpъ
роди|rodi
сѧ|sę
како|kako
оубо|ubo
нꙑн҄ѣ|nyně
видитъ|viditъ
отъвѣштасте|otъvěћǢste
ꙇмъ|jimъ
родител҄ѣ|roditeĺǢ
его|jego
ꙇ|i
рѣста|rěste
то|corrupted morphology tag
вѣвѣ|věvě
ѣко|ako
сь|sь
естъ|jestъ
с҃нъ|synъ
наю|naju
ꙇ|i
ѣко|ako
слѣпъ|slěpъ
роди|rodi
сѧ|sę
како|kako
же|že
нꙑн҄ѣ|nyně
видитъ|viditъ
не|ne
вѣвѣ|věvě
ли|li
къто|kъto
емоу|jemu
отвръзе|otvŕ̥ze
очи|oči
не|ne
вѣвѣ|věvě
самого|samogo
въпросите|vъsprosite
въздрастъ|vъzorstъ
ꙇматъ|jьmatъ
самъ|samъ
о|o
себѣ|sebě
да|da
г҃летъ|golgoĺetъ
сице|sike
рѣсте|rěste
родител҄ѣ|roditeĺǢ
его|jego
ѣко|ako
боѣашете|bojǢašete
сѧ|sę
ꙇюдѣі|ijudejь
юже|juže
бо|bo
сѧ|sę
бѣахѫ|běaxǫ
съложили|sъložili
ꙇюдеі|ijudeji
да|da
аште|aћe
къто|kъto
ꙇсповѣстъ|jьspověstъ
х҃а|xristosa
отълѫчьнъ|
сънъмишта|sъnьmiščǢ
бѫдетъ|bǫdetъ
сего|sego
ради|radi
родител҄ѣ|roditeĺǢ
его|jego
рѣсте|rěste
ѣко|ako
въздрастъ|vъzorstъ
ꙇматъ|jьmatъ
самого|samogo
въпросите|vъsprosite
възгласишѧ|vъzgolsišę
же|že
въторицеѭ|vъtorikejǫ
ч҃ка|čьlověka
ꙇже|jьže
бѣ|bě
слѣпъ|slěpъ
ꙇ|i
рѣшѧ|rěšę
емоу|jemu
даждь|daђь
славѫ|slavǫ
б҃у|bogu
мꙑ|my
вѣмъ|věmъ
ѣко|ako
ч҃къ|čьlověkъ
сь|sь
грѣшьнъ|grěšьnъ
естъ|jestъ
отъвѣшта|otъvěћǢ
же|že
онъ|onъ
ꙇ|i
рече|reče
аште|aћe
грѣшьникъ|grěšьnikъ
естъ|jestъ
не|ne
вѣмь|věmь
едино|jedino
вѣмь|věmь
ѣко|ako
слѣпъ|slěpъ
бѣхъ|běxъ
нꙑн҄ѣ|nyně
же|že
виждѫ|viђǫ
рѣшѧ|rěšę
же|že
емоу|jemu
пакꙑ|paky
чьто|čьto
сътвори|sъtvori
тебѣ|tebě
како|kako
отвръзе|otvŕ̥ze
твоі|tvojь
очи|oči
отъвѣшта|otъvěћǢ
ꙇмъ|jimъ
рѣхъ|rěxъ
вамъ|vamъ
юже|juže
ꙇ|i
не|ne
слꙑшасте|slyšǢste
чьто|čьto
пакꙑ|paky
хоштете|xoћete
слꙑшати|slyšǢti
еда|jeda
ꙇ|i
вꙑ|vy
оученици|učeniki
его|jego
хоштете|xoћete
бꙑти|byti
они|oni
же|že
оукоришѧ|ukorišę
і|i
ꙇ|i
рѣшѧ|rěšę
тꙑ|ty
оученикъ|učenikъ
еси|jesi
того|togo
мꙑ|my
мосѣови|mosijovi
есмъ|jesmъ
оученици|učeniki
мꙑ|my
вѣмꙑ|věmъ
ѣко|ako
мосѣови|mosijovi
г҃ла|golgola
б҃ъ|bogъ
сего|sego
же|že
не|ne
вѣмъ|věmъ
отъкѫдоу|otъkǫdu
естъ|jestъ
отъвѣшта|otъvěћǢ
ч҃къ|čьlověkъ
ꙇ|i
рече|reče
ꙇмъ|jimъ
о|o
семь|semь
оубо|ubo
дивъно|divьno
естъ|jestъ
ѣко|ako
вꙑ|vy
не|ne
вѣсте|věste
отъкѫдоу|otъkǫdu
естъ|jestъ
ꙇ|i
отврьзе|otvŕ̥ze
очи|oči
моі|moji
вѣмь|věmъ
же|že
ѣко|ako
грѣшьникъ|grěšьnikъ
б҃ъ|bogъ
не|ne
послоушаетъ|poslušǢjetъ
нъ|nъ
аште|aћe
къто|kъto
б҃гочьтьць|
естъ|jestъ
ꙇ|i
вол҄ѫ|voĺǫ
его|jego
творитъ|tvoritъ
того|togo
послоушаетъ|poslušǢjetъ
отъ|otъ
вѣка|věka
нѣстъ|něstъ
слꙑшано|slyšǢno
ѣко|ako
къто|kъto
отвръзе|otvŕ̥ze
очи|oči
слѣпоу|slěpu
рожденоу|roђenu
аште|aћe
сь|sь
не|ne
би|bi
отъ|otъ
б҃а|boga
бꙑлъ|bylъ
не|ne
моглъ|moglъ
би|bi
творити|tvoriti
ничесоже|ničesože
отъвѣшташѧ|otъvěћǢšę
ꙇ|i
рѣшѧ|rěšę
емоу|jemu
въ|vъ
грѣсѣхъ|grěxěxъ
тꙑ|ty
родилъ|rodilъ
сѧ|sę
еси|jesi
вьсь|vьxь
ꙇ|i
тꙑ|ty
ли|li
нꙑ|ny
оучиши|učiši
ꙇзгънашѧ|jьzgъnašę
же|že
і|i
вънъ|vъnъ
слꙑшавъ|slyšǢvъ
же|že
и҃с|jisusъ
ѣко|ako
ꙇзгънашѧ|jьzgъnašę
і|i
вънъ|vъnъ
ꙇ|i
обрѣтъ|obrětъ
і|i
рече|reče
емоу|jemu
тꙑ|ty
вѣроуеши|věruješi
ли|li
въ|vъ
с҃на|syna
б҃жиѣ|božьjǢ
отъвѣшта|otъvěћǢ
онъ|onъ
ꙇ|i
рече|reče
ꙇ|i
къто|kъto
естъ|jestъ
г҃и|gospodi
да|da
вѣрѫ|věrǫ
ꙇмѫ|jьmǫ
вь|vъ
н҄его|ńego
рече|reče
же|že
емоу|jemu
и҃с|jisusъ
ꙇ|i
видѣлъ|vidělъ
і|i
еси|jesi
ꙇ|i
г҃лѧі|golgoĺęjь
съ|﻿sъ
тобоѭ|tobojǫ
тъ|tъ
естъ|jestъ
онъ|onъ
же|že
рече|reče
вѣроуѭ|věrujǫ
г҃и|gospodi
ꙇ|i
поклони|pokloni
сѧ|sę
емоу|jemu
Ꙇ|i
рече|reče
и҃с|jisusъ
на|na
сѫдъ|sǫdъ
азъ|azъ
въ|vъ
миръ|mirъ
се|se
придъ|prijьdъ
да|da
не|ne
видѧштеі|vidęћeji
видѧтъ|vidętъ
ꙇ|i
видѧштеі|vidęћeji
слѣпи|slěpi
бѫдѫтъ|bǫdǫtъ
слꙑшашѧ|slyšǢšę
се|corrupted morphology tag
отъ|otъ
фарисѣі|fariseji
сиі|si
сѫштеі|sǫћeji
съ|﻿sъ
н҄имь|ńimь
ꙇ|i
рѣшѧ|rěšę
емоу|jemu
еда|jeda
ꙇ|i
мꙑ|my
слѣпи|slěpi
есмъ|jesmъ
рече|reče
же|že
ꙇмъ|jimъ
и҃с|jisusъ
аште|aћe
бисте|bite
слѣпи|slěpi
бꙑли|byli
не|ne
бисте|bite
ꙇмѣли|jьměli
грѣха|grěxa
нꙑн҄ѣ|nyně
же|že
г҃лете|golgoĺete
ѣко|ako
видимъ|vidimъ
ꙇ|i
грѣхъ|grěxъ
в]ашь|vašь
прѣбꙑваетъ|perbyvajetъ
амин|aminь
амин|aminь
г҃лѭ|golgoĺǫ
вамъ|vamъ
не|ne
въходѧꙇ|vъxodęjь
двьрьми|dvьrьmi
въ|vъ
дворъ|dvorъ
овьчиі|ovьčь
нъ|nъ
прѣлазѧі|perlazęjь
ꙇноудоу|
тъ|tъ
тать|tatь
естъ|jestъ
ꙇ|i
разбоꙇникъ|orzbojьnikъ
а|a
въходѧі|vъxodęjь
двьрьми|dvьrьmi
пастꙑрь|pastyŕь
естъ|jestъ
овцамъ|ovьkamъ
семоу|semu
двьрьникъ|dvьrьnikъ
отвръзаетъ|otvŕ̥zajetъ
ꙇ|i
овьцѧ|ovьkę
гласъ|golsъ
его|jego
слꙑшѧтъ|slyšętъ
ꙇ|i
своѩ|svoję
овьцѧ|ovьkę
глашаетъ|golšǢjetъ
по|po
ꙇмени|jьmene
ꙇ|i
изгонитъ|jьzgonitъ
ѩ|ję
егда|jegъda
своѩ|svoję
овьцѧ|ovьkę
ꙇжденетъ|jьžǯenetъ
прѣдъ|perdъ
н҄ими|ńimi
ходитъ|xoditъ
ꙇ|i
овьцѧ|ovьkę
по|po
н҄емь|ńemь
ꙇдѫтъ|jьdǫtъ
ѣко|ako
вѣдѧтъ|vědętъ
гласъ|golsъ
его|jego
по|po
тоуждемь|ћuђijemь
же|že
не|ne
ꙇдѫтъ|jьdǫtъ
нъ|nъ
бѣжѧтъ|běžętъ
отъ|otъ
н҄его|ńego
ѣко|ako
не|ne
знаѭтъ|znajǫtъ
штюждего|ћuђǢjego
гласа|golsa
сиѭ|sьjǫ
притъчѫ|pritъčǫ
рече|reče
ꙇмъ|jimъ
и҃с|jisusъ
они|oni
же|že
не|ne
разоумѣшѧ|orzuměšę
чьто|čьto
бѣашѧ|
ѣже|jǢže
г҃лашѧ|golgolašę
ꙇмъ|jimъ
рече|reče
же|že
ꙇмъ|jimъ
пакꙑ|paky
и҃с|jisusъ
амин|aminь
амин|aminь
г҃лѭ|golgoĺǫ
вамъ|vamъ
азъ|azъ
есмь|jesmь
двьри|dvьri
овьцамъ|ovьkamъ
вьси|vьxi
еликоже|jelikože
ꙇхъ|jixъ
приде|prijьde
прѣжде|perђe
мене|mene
татие|tatьje
сѫтъ|sǫtъ
ꙇ|i
разбоꙇници|orzbojьniki
нъ|nъ
не|ne
послоушашѧ|poslušǢšę
ꙇхъ|jixъ
овьцѧ|ovьkę
азъ|azъ
есмь|jesmь
двьри|dvьri
мъноѭ|mъnojǫ
аште|aћe
къто|kъto
вьнидетъ|vъnidetъ
с҃петъ|sъpasetъ
сѧ|sę
ꙇ|i
вьнидетъ|vъnidetъ
ꙇ|i
изидетъ|jьzidetъ
ꙇ|i
пажить|pažitь
обрѧштетъ|obręћetъ
тать|tatь
не|ne
приходитъ|prixoditъ
нъ|nъ
да|da
оукрадетъ|ukradetъ
ꙇ|i
оубиетъ|ubьjetъ
ꙇ|i
погоубитъ|pogubitъ
азъ|azъ
придъ|prijьdъ
да|da
живота|života
ꙇмѫтъ|jьmǫtъ
азъ|azъ
есмь|jesmь
пастꙑрь|pastyŕь
добрꙑ|dobrъjь
пастꙑрь|pastyŕь
добрꙑ|dobrъjь
полагаетъ|polagajetъ
д҃шѫ|dušǫ
своѭ|svojǫ
за|za
овьцѧ|ovьkę
а|a
наꙇмьникъ|najьmьnikъ
ꙇже|jьže
нѣстъ|něstъ
